0	27.5	27.5	27.5	27.5	30	27.5	30	35	25	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	55	55	55	60	55	62.5	55	55	50	50	50	50	50	50	50	50	50	50	
27.5	0	32.5	30	27.5	30	30	30	32.5	27.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	50	55	52.5	60	55	57.5	55	57.5	55	55	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	
27.5	32.5	0	27.5	27.5	35	27.5	32.5	27.5	30	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	50	55	50	57.5	57.5	55	55	55	55	55	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	
27.5	30	27.5	0	22.5	32.5	27.5	32.5	32.5	27.5	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	52.5	50	57.5	57.5	57.5	52.5	60	55	55	50	50	50	50	50	50	50	50	50	50	
27.5	27.5	27.5	22.5	0	32.5	25	30	35	25	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	50	50	52.5	57.5	57.5	62.5	52.5	62.5	55	55	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	
30	30	35	32.5	32.5	0	30	30	30	27.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	50	50	52.5	57.5	55	57.5	52.5	60	55	55	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	52.5	
27.5	30	27.5	27.5	25	30	0	30	32.5	25	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	50	47.5	50	55	55	60	57.5	60	52.5	55	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	
30	30	32.5	32.5	30	30	30	0	27.5	30	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	50	52.5	50	57.5	60	55	52.5	55	52.5	55	55	55	55	55	55	55	55	55	55	55	
35	32.5	27.5	32.5	35	30	32.5	27.5	0	32.5	62.5	62.5	62.5	62.5	62.5	62.5	62.5	62.5	62.5	62.5	62.5	62.5	62.5	62.5	62.5	62.5	62.5	62.5	62.5	62.5	55	55	57.5	60	57.5	57.5	55	60	57.5	55	62.5	62.5	62.5	62.5	62.5	62.5	62.5	62.5	62.5	62.5	
25	27.5	30	27.5	25	27.5	25	30	32.5	0	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	47.5	52.5	57.5	52.5	57.5	52.5	60	52.5	55	50	50	50	50	50	50	50	50	50	50	
